Symbol,Date,Price,Analysts,StrongBuy,Buy,Hold,Sell,Lowcast,Forecast,Highcast,Actual
CNHI,05/01/2020,6.130000114440918,6,0,2,3,1,-0.08,0.55,1.01,0.1175
CNI,08/01/2018,88.37999725341797,10,0,4,6,0,-0.13,-0.0,0.15,0.0353
CNI,02/01/2019,83.80000305175781,10,0,6,4,0,0.04,0.11,0.22,0.0709
CNI,03/01/2019,86.58000183105469,10,0,6,4,0,0.0,0.07,0.17,0.0731
CNI,05/01/2019,92.91000366210938,13,0,6,7,0,-0.03,0.04,0.34,0.0017
CNI,08/01/2019,94.36000061035156,11,0,5,6,0,0.04,0.06,0.12,-0.0537
CNI,04/01/2020,75.33999633789062,16,0,6,10,0,0.07,0.39,0.83,0.144
CNI,05/01/2020,81.37000274658203,16,0,5,10,1,-0.06,0.18,0.55,0.0903
CMI,08/01/2018,141.3800048828125,20,0,4,14,2,-0.03,0.2,0.4,0.0452
CMI,02/01/2019,147.22000122070312,18,0,6,10,2,-0.13,0.07,0.12,0.0846
CMI,03/01/2019,155.22000122070312,18,0,6,11,1,-0.04,0.03,0.08,0.0727
CMI,05/01/2019,166.50999450683594,17,0,6,10,1,-0.18,0.0,0.2,0.039
CMI,08/01/2019,163.8800048828125,16,0,5,9,2,-0.17,0.02,0.25,0.0009
CMI,04/01/2020,129.77000427246094,16,0,7,8,1,0.01,0.3,0.52,0.3061
CMI,05/01/2020,160.00999450683594,16,0,6,9,1,-0.06,0.11,0.31,0.0881
CL,08/01/2018,66.83000183105469,13,0,2,10,1,-0.04,0.07,0.13,0.0019
CL,02/01/2019,64.90000152587889,14,0,3,10,1,-0.13,-0.01,0.07,0.0536
CL,03/01/2019,65.91999816894531,15,0,3,11,1,-0.14,-0.02,0.06,0.0934
CL,05/01/2019,72.08000183105469,15,0,3,12,0,-0.05,-0.02,0.06,-0.0017
CL,08/01/2019,71.62999725341797,14,0,4,10,0,-0.03,0.01,0.14,0.0161
CL,04/01/2020,64.75,15,0,7,7,1,-0.14,0.12,0.36,0.1161
CL,05/01/2020,70.19999694824219,13,0,7,5,1,-0.17,0.08,0.3,0.0436
CNMD,02/01/2019,70.31999969482422,3,0,1,2,0,0.12,0.13,0.12,0.1896
CNMD,04/01/2020,55.0,5,0,5,0,0,0.91,0.96,0.91,0.3389
CNMD,05/01/2020,72.05999755859375,6,0,6,0,0,0.12,0.43,0.62,-0.0018
CLR,08/01/2018,63.209999084472656,26,0,20,6,0,-0.01,0.09,0.44,0.0853
CLR,02/01/2019,46.34000015258789,28,0,25,3,0,0.07,0.54,0.93,-0.0164
CLR,03/01/2019,44.849998474121094,27,0,24,3,0,0.12,0.56,1.01,0.0205
CLR,05/01/2019,45.77000045776367,25,0,23,2,0,-0.85,0.41,0.53,-0.0542
CLR,08/01/2019,36.400001525878906,24,0,22,2,0,0.33,0.83,0.72,-0.1448
CLR,04/01/2020,7.28000020980835,23,0,9,11,3,-0.69,1.66,3.58,0.6827
CLR,05/01/2020,15.779999732971193,23,0,8,11,4,-0.77,0.66,1.65,0.1147
CMCM,05/01/2019,6.320000171661378,2,0,0,1,1,-0.01,0.07,0.16,-0.4177
CMCM,08/01/2019,3.240000009536743,2,0,0,1,1,-0.08,0.02,0.11,0.1049
CMCM,04/01/2020,2.0699999332427983,3,0,0,1,2,0.4,0.53,0.4,0.3865
CMCM,05/01/2020,2.0899999141693115,3,0,0,1,2,0.48,0.62,0.48,-0.177
CMO,08/01/2018,8.350000381469728,1,0,0,1,0,0.08,0.08,0.08,-0.0539
CMO,02/01/2019,7.3499999046325675,1,0,0,0,1,-0.29,-0.29,-0.29,0.1687
CMO,03/01/2019,8.300000190734862,1,0,0,1,0,0.03,0.03,0.03,0.0349
CMO,05/01/2019,8.590000152587889,1,0,0,1,0,-0.0,-0.0,-0.0,-0.0221
CMO,08/01/2019,8.420000076293945,1,0,0,1,0,-0.0,-0.0,-0.0,-0.1247
CMO,04/01/2020,3.9800000190734863,1,0,1,0,0,0.48,0.48,0.48,0.2688
CMO,05/01/2020,4.949999809265137,1,0,1,0,0,0.24,0.24,0.24,0.1495
CNQ,02/01/2019,26.96999931335449,6,0,4,2,0,0.09,0.67,0.87,0.0308
CNQ,03/01/2019,28.489999771118164,6,0,4,2,0,0.05,0.6,0.73,0.0505
CNQ,05/01/2019,29.93000030517578,8,0,6,2,0,-0.05,0.44,0.53,-0.0892
CNQ,04/01/2020,12.460000038146973,10,0,7,2,1,0.22,2.08,1.79,0.451
CNQ,05/01/2020,16.450000762939453,10,0,8,1,1,-0.07,1.35,1.13,0.0578
CLB,08/01/2018,110.4800033569336,10,0,4,6,0,-0.13,0.03,0.18,0.0523
CLB,02/01/2019,67.44000244140625,9,0,3,6,0,-0.0,0.4,0.81,0.0277
CLB,03/01/2019,65.52999877929689,10,0,3,7,0,-0.01,0.37,0.23,-0.0357
CLB,05/01/2019,63.18999862670898,10,0,3,7,0,0.12,0.36,0.17,-0.1513
CLB,08/01/2019,49.599998474121094,11,0,4,7,0,0.11,0.61,0.64,-0.0536
CLB,04/01/2020,9.970000267028807,10,0,2,8,0,0.07,2.33,2.76,1.0261
CLB,05/01/2020,18.700000762939453,12,0,3,9,0,-0.54,0.89,-0.01,0.0909
CNO,02/01/2019,17.940000534057614,3,0,1,2,0,0.24,0.31,0.24,-0.0903
CNO,03/01/2019,17.219999313354492,3,0,1,2,0,0.24,0.36,0.24,-0.0407
CNO,05/01/2019,16.520000457763672,2,0,1,1,0,0.25,0.37,0.25,0.02
CNO,08/01/2019,16.850000381469727,1,0,0,1,0,0.31,0.31,0.31,-0.0504
CNO,04/01/2020,11.489999771118164,4,0,0,4,0,0.09,0.62,0.51,0.2533
CNO,05/01/2020,13.56999969482422,4,0,0,4,0,0.01,0.43,0.16,0.1503
CM,03/01/2019,84.91999816894531,6,0,2,4,0,0.45,0.53,0.65,-0.0081
CM,05/01/2019,84.2300033569336,6,0,2,4,0,0.48,0.56,0.52,-0.0615
CM,08/01/2019,78.44999694824219,4,0,1,3,0,0.59,0.66,0.59,0.0542
CM,04/01/2020,55.459999084472656,4,0,1,3,0,0.87,0.98,1.14,0.1603
CM,05/01/2020,58.27999877929688,4,0,1,3,0,0.82,0.92,1.08,0.1561
CNNE,02/01/2019,19.38999938964844,1,0,1,0,0,0.2,0.2,0.2,0.2635
CNNE,03/01/2019,23.10000038146973,1,0,1,0,0,0.11,0.11,0.11,0.1134
CNNE,05/01/2019,25.71999931335449,1,0,1,0,0,-0.02,-0.02,-0.02,0.1341
CNNE,08/01/2019,28.90999984741211,1,0,1,0,0,-0.13,-0.13,-0.13,-0.0484
CNNE,04/01/2020,31.809999465942386,1,0,1,0,0,0.56,0.56,0.56,0.1594
CNNE,05/01/2020,30.6200008392334,1,0,1,0,0,0.53,0.53,0.53,0.3553
CNP,08/01/2019,29.040000915527344,11,0,8,3,0,0.03,0.11,0.12,0.0393
CNP,04/01/2020,14.449999809265135,16,1,7,8,0,-0.0,0.75,0.93,0.2304
CNP,05/01/2020,16.680000305175778,17,1,8,8,0,-0.11,0.39,0.71,0.1211
CNS,08/01/2018,42.02000045776367,4,0,0,2,2,0.01,0.04,0.01,-0.0293
CNS,02/01/2019,37.77999877929688,2,0,0,2,0,-0.05,0.01,-0.05,0.1281
CNS,03/01/2019,41.63999938964844,2,0,0,2,0,0.0,0.0,0.0,0.2077
CNS,05/01/2019,50.290000915527344,3,0,0,2,1,-0.25,-0.2,-0.17,0.03
CNS,08/01/2019,52.31000137329102,2,0,0,1,1,-0.29,-0.25,-0.29,0.0587
CNS,04/01/2020,43.040000915527344,2,0,1,0,1,-0.22,0.14,-0.22,0.4796
CNS,05/01/2020,56.45000076293945,2,0,1,1,0,-0.03,0.07,-0.03,0.2184
CLDT,08/01/2018,21.40999984741211,5,0,0,5,0,-0.06,-0.04,-0.06,-0.0238
CLDT,02/01/2019,20.25,4,0,0,4,0,-0.03,0.01,0.02,-0.0479
CLDT,03/01/2019,20.030000686645508,3,0,0,3,0,0.0,0.0,0.0,-0.0085
CLDT,05/01/2019,19.86000061035156,2,0,0,2,0,0.01,0.01,0.01,-0.0418
CLDT,08/01/2019,17.899999618530273,2,0,0,2,0,0.12,0.12,0.12,0.0184
CLDT,04/01/2020,5.559999942779541,4,0,1,3,0,0.2,0.84,0.71,0.214
CLDT,05/01/2020,7.1500000953674325,4,0,1,3,0,0.23,0.69,0.53,-0.1399
COP,02/01/2019,68.33999633789061,15,0,10,5,0,-0.03,0.12,0.16,-0.0124
COP,03/01/2019,68.08999633789061,16,0,11,5,0,-0.01,0.12,0.2,-0.064
COP,05/01/2019,63.72999954223633,15,0,10,5,0,0.01,0.24,0.3,-0.0271
COP,08/01/2019,58.08000183105469,13,0,10,3,0,0.13,0.39,0.42,-0.01
COP,04/01/2020,29.31999969482422,19,0,17,2,0,0.29,1.07,1.59,0.4413
COP,05/01/2020,40.540000915527344,19,0,16,3,0,-0.15,0.49,0.81,0.0446
COF,08/01/2018,94.51000213623048,20,0,13,7,0,0.15,0.18,0.43,0.0113
COF,02/01/2019,80.94000244140625,15,0,11,3,1,0.0,0.32,0.43,0.0174
COF,03/01/2019,84.0,14,0,11,2,1,-0.03,0.27,0.38,0.1019
COF,05/01/2019,92.55999755859376,14,0,11,2,1,-0.01,0.16,0.26,-0.0028
COF,08/01/2019,92.41999816894531,18,0,13,4,1,0.08,0.17,0.56,-0.008
COF,04/01/2020,46.43000030517578,14,0,10,4,0,0.3,1.14,1.85,0.4773
COF,05/01/2020,62.16999816894531,17,0,13,4,0,0.06,0.54,0.97,0.0109
CODI,08/01/2019,18.899999618530273,1,0,1,0,0,0.13,0.13,0.13,0.0471
CODI,04/01/2020,13.18000030517578,1,0,1,0,0,0.55,0.55,0.55,0.2898
CORR,08/01/2018,38.02999877929688,1,0,0,1,0,0.02,0.02,0.02,-0.01
CORR,02/01/2019,35.900001525878906,2,0,0,2,0,-0.9,-0.42,-0.9,0.0301
CORR,03/01/2019,36.58000183105469,2,0,0,2,0,-0.9,-0.41,-0.9,0.0388
CORR,05/01/2019,38.0,2,0,0,2,0,-0.9,-0.45,-0.9,0.0437
CORR,08/01/2019,40.959999084472656,1,0,0,1,0,-0.91,-0.91,-0.91,0.1533
CORR,05/01/2020,11.8100004196167,2,0,0,1,1,0.28,0.28,0.28,-0.2252
COR,08/01/2018,111.54000091552734,13,0,7,6,0,-0.04,0.03,0.02,-0.0039
COR,02/01/2019,98.7300033569336,12,0,4,8,0,0.02,0.16,0.11,0.0885
COR,03/01/2019,102.37999725341795,13,0,4,8,1,-0.08,0.11,0.08,0.0713
COR,05/01/2019,109.68000030517578,10,0,1,8,1,-0.15,0.0,-0.05,0.058
COR,08/01/2019,105.66999816894531,10,0,2,7,1,-0.06,0.01,0.02,0.1511
COR,04/01/2020,112.61000061035156,7,0,1,5,1,-0.1,0.0,0.04,0.1098
COR,05/01/2020,122.5999984741211,8,0,1,6,1,-0.17,-0.04,0.03,-0.0109
COE,04/01/2020,28.3700008392334,2,0,2,0,0,-0.48,-0.08,0.33,-0.1054
COLD,04/01/2020,32.540000915527344,7,0,6,1,0,0.06,0.15,0.22,0.0974
COLD,05/01/2020,29.920000076293945,7,0,6,1,0,0.08,0.15,0.17,0.2203
COTY,08/01/2018,13.3100004196167,9,0,2,6,1,0.05,0.2,0.39,-0.0511
COTY,02/01/2019,7.75,11,0,3,7,1,-0.22,0.38,1.0,0.4568
COTY,03/01/2019,11.079999923706056,11,0,3,7,1,-0.19,0.15,-0.1,-0.0171
COTY,05/01/2019,10.890000343322754,12,0,2,9,1,-0.13,0.13,0.04,0.2424
COTY,08/01/2019,10.890000343322754,13,0,4,8,1,-0.06,0.2,0.6,-0.0321
COTY,04/01/2020,4.960000038146973,14,0,5,8,1,-0.06,1.04,1.63,-0.1956
COTY,05/01/2020,5.329999923706055,14,0,4,9,1,-0.04,1.09,1.7,-0.167
CP,08/01/2018,198.17999267578125,10,0,8,2,0,0.04,0.1,0.1,0.0787
CP,02/01/2019,204.7899932861328,13,0,12,1,0,0.02,0.15,0.23,0.0104
CP,03/01/2019,207.00999450683597,12,0,11,1,0,0.0,0.14,0.21,0.0846
CP,05/01/2019,224.52999877929688,12,0,10,2,0,-0.04,0.05,0.11,0.0593
CP,08/01/2019,238.8300018310547,13,0,9,4,0,-0.01,0.03,0.17,-0.0659
CP,04/01/2020,208.6699981689453,19,0,14,5,0,0.17,0.4,0.75,0.1977
CP,05/01/2020,222.80999755859372,21,0,15,6,0,0.07,0.35,0.6,0.148
COG,08/01/2018,23.149999618530273,19,0,12,6,1,-0.04,0.32,0.32,-0.0216
COG,02/01/2019,25.020000457763672,17,0,9,8,0,-0.02,0.15,0.3,0.052
COG,03/01/2019,24.84000015258789,17,0,8,9,0,-0.04,0.12,0.27,0.0455
COG,05/01/2019,25.96999931335449,15,0,8,7,0,0.04,0.1,0.38,-0.1082
COG,08/01/2019,19.15999984741211,15,0,9,6,0,0.2,0.46,0.46,-0.0788
COG,04/01/2020,16.879999160766598,12,0,7,5,0,-0.26,0.23,0.37,0.1404
COG,05/01/2020,20.65999984741211,15,0,7,8,0,-0.36,0.03,0.19,-0.1747
CPB,08/01/2018,41.68000030517578,13,0,1,4,8,-0.25,-0.04,-0.03,-0.1166
CPB,02/01/2019,35.560001373291016,13,0,0,5,8,-0.11,0.11,0.21,0.0697
CPB,03/01/2019,36.0,12,0,0,5,7,-0.15,0.07,-0.15,0.0761
CPB,05/01/2019,38.7400016784668,11,0,0,5,6,-0.23,-0.04,-0.23,0.0439
CPB,08/01/2019,41.52999877929688,10,0,0,4,6,-0.23,-0.04,0.03,0.1317
CPB,04/01/2020,45.11000061035156,14,0,2,8,4,-0.0,0.04,0.25,0.1414
CPB,05/01/2020,49.63999938964844,15,0,3,8,4,-0.08,-0.03,0.15,-0.0018
CPRI,08/01/2018,66.37000274658203,29,0,13,15,1,-0.09,0.04,0.31,0.0372
CPRI,02/01/2019,42.400001525878906,28,0,13,15,0,0.01,0.54,1.02,0.084
CPRI,03/01/2019,48.08000183105469,24,0,14,10,0,0.0,0.51,0.69,-0.0836
CPRI,05/01/2019,44.060001373291016,24,0,15,9,0,0.2,0.53,0.72,-0.1988
CPRI,08/01/2019,35.59000015258789,20,0,12,8,0,0.17,0.85,0.96,-0.066
CPRI,04/01/2020,10.09000015258789,13,0,7,6,0,0.63,3.21,2.7,0.4936
CPRI,05/01/2020,14.260000228881836,14,0,8,6,0,0.34,2.06,2.06,0.136
CRC,02/01/2019,20.18000030517578,5,0,3,2,0,0.83,0.87,0.83,0.3077
CRC,03/01/2019,23.8799991607666,3,0,2,1,0,0.63,0.99,0.63,-0.1281
CRC,05/01/2019,20.81999969482422,5,0,3,1,1,-0.11,0.66,0.56,-0.0178
CRC,08/01/2019,14.800000190734865,5,0,3,1,1,0.88,1.57,1.35,-0.3061
CRC,04/01/2020,0.9959999918937684,4,0,2,1,1,4.88,10.36,4.88,0.3454
CRC,05/01/2020,2.650000095367432,3,0,2,1,0,4.34,9.52,4.34,-0.5245
CPA,08/01/2018,97.47000122070312,7,0,4,3,0,-0.3,0.31,0.48,-0.1803
CPA,02/01/2019,94.86000061035156,11,0,7,2,2,-0.29,-0.01,0.31,-0.1437
CPA,03/01/2019,88.63999938964844,11,0,7,3,1,-0.12,0.11,0.43,-0.0598
CPA,05/01/2019,83.33999633789062,11,0,7,3,1,-0.09,0.15,0.07,0.1759
CPA,08/01/2019,101.02999877929688,10,0,6,3,1,-0.1,-0.01,0.26,-0.0221
CPA,04/01/2020,42.599998474121094,10,1,5,4,0,0.38,1.64,2.6,0.0418
CPA,05/01/2020,42.7599983215332,10,1,6,3,0,0.19,1.26,2.22,0.1929
CPK,02/01/2019,90.44000244140624,3,0,1,2,0,0.04,0.06,0.13,0.0115
CPK,03/01/2019,90.06999969482422,3,0,1,2,0,0.01,0.02,0.09,0.0301
CPK,05/01/2019,92.77999877929688,3,0,1,2,0,-0.03,0.02,-0.03,0.0153
CPK,04/01/2020,82.19000244140625,5,0,3,2,0,0.08,0.22,0.36,0.0992
CPK,05/01/2020,86.18000030517578,6,0,3,3,0,0.06,0.16,0.31,-0.0273
CPG,02/01/2019,3.0499999523162837,1,0,0,1,0,0.82,0.82,0.82,0.0754
CPG,03/01/2019,3.220000028610229,1,0,0,1,0,0.66,0.66,0.66,0.1988
CPG,05/01/2019,3.859999895095825,2,0,1,1,0,0.03,0.15,0.03,-0.1166
CPG,04/01/2020,0.75,4,0,2,1,1,0.49,5.86,0.49,0.96
CPG,05/01/2020,1.350000023841858,4,0,2,1,1,0.08,3.61,0.72,0.2
CRS,08/01/2018,54.15999984741211,3,0,1,2,0,-0.11,-0.02,0.18,0.0971
CRS,04/01/2020,18.75,1,0,1,0,0,2.07,2.07,2.07,0.2539
CRS,05/01/2020,21.82999992370605,3,0,2,1,0,0.35,0.93,0.5,0.1196
CRI,08/01/2018,104.18000030517578,11,0,8,3,0,0.0,0.16,0.1,-0.0439
CRI,02/01/2019,82.94000244140625,9,0,5,4,0,0.15,0.29,0.32,0.222
CRI,03/01/2019,99.02999877929688,8,0,4,4,0,0.04,0.14,0.2,0.0714
CRI,05/01/2019,106.0999984741211,9,0,4,5,0,-0.04,0.03,0.17,-0.0673
CRI,08/01/2019,92.9000015258789,8,0,4,4,0,0.01,0.15,0.01,-0.017
CRI,04/01/2020,63.77999877929688,6,0,4,2,0,0.34,0.47,0.41,0.352
CRI,05/01/2020,76.58999633789062,7,0,5,2,0,-0.09,0.24,0.32,0.0556
CPLG,02/01/2019,12.25,1,0,0,1,0,0.11,0.11,0.11,-0.0931
CPLG,03/01/2019,13.93000030517578,1,0,0,1,0,0.01,0.01,0.01,-0.0969
CPLG,05/01/2019,12.579999923706055,1,0,0,1,0,0.09,0.09,0.09,-0.0008
CPLG,08/01/2019,11.729999542236328,1,0,0,0,1,-0.03,-0.03,-0.03,-0.133
CRK,08/01/2019,6.75,2,0,1,1,0,0.09,0.47,0.09,0.16
CRK,04/01/2020,5.0900001525878915,5,0,4,1,0,0.24,0.47,0.42,0.0629
CRK,05/01/2020,7.460000038146973,5,0,4,1,0,-0.01,0.17,0.27,-0.4169
CRY,02/01/2019,27.90999984741211,2,0,2,0,0,0.12,0.19,0.12,0.0566
CRY,03/01/2019,29.60000038146973,3,0,2,1,0,0.02,0.12,0.1,0.0473
CRY,05/01/2019,31.0,3,0,2,1,0,-0.01,0.08,0.17,-0.0239
CRY,04/01/2020,16.360000610351562,3,0,2,1,0,0.65,0.92,1.17,0.3961
CRY,05/01/2020,21.989999771118164,4,0,3,1,0,0.16,0.28,0.35,-0.1237
CPT,02/01/2019,97.86000061035156,17,0,10,7,0,-0.03,-0.02,0.05,0.0375
CPT,03/01/2019,98.12000274658205,16,0,10,6,0,-0.04,-0.01,0.07,0.0294
CPT,05/01/2019,101.0,15,0,10,5,0,-0.0,-0.0,0.08,0.0435
CPT,04/01/2020,75.77999877929688,14,0,11,3,0,0.47,0.48,0.6,0.2061
CPT,05/01/2020,85.66000366210938,14,0,11,3,0,-0.06,0.31,0.43,0.0683
CPE,02/01/2019,8.189999580383299,18,0,16,2,0,0.12,0.87,0.98,-0.0659
CPE,03/01/2019,7.739999771118164,17,0,15,2,0,0.21,0.99,1.02,-0.031
CPE,05/01/2019,7.5,15,0,13,2,0,0.15,0.77,0.92,-0.072
CPE,08/01/2019,4.800000190734863,17,0,14,3,0,0.67,1.57,1.51,-0.0854
CPE,04/01/2020,0.5299999713897705,13,0,6,6,1,0.0,13.65,7.0,0.3019
CPE,05/01/2020,0.8799999952316284,15,0,5,9,1,-0.24,8.42,5.06,0.3409
CSLT,08/01/2018,3.25,4,0,3,1,0,0.08,0.28,0.57,-0.16
CSLT,02/01/2019,3.0,4,0,3,1,0,0.6,0.67,0.6,0.26
CSLT,03/01/2019,3.2000000476837163,4,0,3,1,0,0.41,0.46,0.41,0.1719
CSLT,05/01/2019,3.75,4,0,3,1,0,0.35,0.41,0.35,-0.1307
CSLT,08/01/2019,1.6699999570846558,2,0,2,0,0,1.33,1.33,1.33,-0.1617
CSLT,04/01/2020,0.699999988079071,3,0,0,2,1,0.67,1.18,1.78,0.1143
CSLT,05/01/2020,0.7200000286102295,3,0,0,2,1,1.11,1.21,1.82,0.125
CR,08/01/2018,90.08000183105469,8,0,8,0,0,0.13,0.21,0.25,0.0985
CR,02/01/2019,82.77999877929688,9,0,8,1,0,-0.04,0.25,0.27,0.0325
CR,03/01/2019,85.02999877929688,8,0,7,1,0,-0.06,0.2,0.25,0.0002
CR,04/01/2020,46.38000106811523,5,0,4,1,0,0.57,0.86,1.19,0.2068
CR,05/01/2020,53.36999893188477,6,0,4,2,0,0.13,0.52,0.55,0.1165
CPAC,05/01/2019,9.5,1,0,1,0,0,0.38,0.38,0.38,-0.0379
CPAC,08/01/2019,8.850000381469727,1,0,1,0,0,0.49,0.49,0.49,0.0
CPAC,04/01/2020,7.449999809265138,1,0,0,0,1,0.2,0.2,0.2,-0.0779
COO,08/01/2018,259.1400146484375,10,0,6,4,0,0.14,0.14,0.16,0.0701
COO,02/01/2019,281.9200134277344,8,0,6,1,1,-0.2,0.05,0.1,0.057
COO,03/01/2019,287.17999267578125,8,0,6,1,1,-0.23,0.01,0.06,0.009
COO,04/01/2020,268.79998779296875,10,0,8,2,0,0.08,0.25,0.39,0.1804
COO,05/01/2020,283.7900085449219,10,0,9,1,0,0.01,0.17,0.21,-0.0031
CRL,03/01/2019,143.0,13,0,8,5,0,-0.05,-0.02,0.14,-0.0116
CRL,05/01/2019,141.33999633789062,13,0,9,4,0,0.06,0.06,0.18,0.0164
CRL,04/01/2020,121.01000213623048,17,1,13,3,0,-0.0,0.32,0.63,0.4792
CRL,05/01/2020,141.50999450683594,16,1,11,4,0,-0.12,0.1,0.38,0.2557
CSL,08/01/2018,123.37000274658205,6,0,6,0,0,0.06,0.06,0.19,-0.0041
CSL,02/01/2019,108.33999633789062,6,0,5,1,0,0.06,0.09,0.08,0.1418
CSL,03/01/2019,123.95999908447266,6,0,5,1,0,0.02,0.07,0.13,0.1455
CSL,05/01/2019,142.0,6,0,5,1,0,-0.0,0.02,0.11,-0.0085
CSL,05/01/2020,118.44000244140624,6,0,4,2,0,0.28,0.44,0.28,0.0107
CRH,02/01/2019,29.1200008392334,2,0,2,0,0,0.17,0.2,0.17,0.0845
CRH,03/01/2019,32.220001220703125,2,0,2,0,0,0.12,0.15,0.12,0.0509
CRH,05/01/2019,33.860000610351555,3,0,2,1,0,-0.04,0.05,-0.04,-0.0124
CRH,08/01/2019,33.080001831054695,3,0,2,1,0,-0.02,0.03,0.03,0.0381
CRH,04/01/2020,25.940000534057614,2,0,1,1,0,0.26,0.29,0.32,0.2645
CRH,05/01/2020,30.0,2,0,1,1,0,0.12,0.14,0.17,0.1517
CUZ,08/01/2018,37.0,4,0,3,1,0,0.06,0.06,0.06,-0.0368
CUZ,08/01/2019,35.150001525878906,1,0,1,0,0,-0.69,-0.69,-0.69,0.0688
CUZ,04/01/2020,27.65999984741211,2,0,2,0,0,0.49,0.49,0.49,0.1258
CUZ,05/01/2020,29.65999984741211,2,0,2,0,0,0.23,0.35,0.23,0.0115
CS,02/01/2019,11.9399995803833,1,0,0,1,0,0.35,0.35,0.35,-0.0075
CS,03/01/2019,12.4399995803833,1,0,0,1,0,0.33,0.33,0.33,0.0643
CS,05/01/2019,13.239999771118164,1,0,0,1,0,0.24,0.24,0.24,-0.0823
CS,08/01/2019,12.119999885559082,1,0,0,1,0,0.35,0.35,0.35,-0.0017
CS,04/01/2020,7.820000171661378,1,0,0,1,0,0.75,0.75,0.75,0.1662
CS,05/01/2020,8.739999771118164,1,0,0,1,0,0.03,0.03,0.03,0.1728
CULP,02/01/2019,19.13999938964844,1,0,1,0,0,0.46,0.46,0.46,0.0084
CULP,03/01/2019,19.11000061035156,2,0,2,0,0,0.21,0.37,0.21,0.0774
CULP,05/01/2019,20.59000015258789,2,0,2,0,0,0.08,0.23,0.08,-0.067
CULP,08/01/2019,18.06999969482422,2,0,2,0,0,0.28,0.45,0.28,-0.0908
CULP,04/01/2020,7.179999828338622,2,0,1,1,0,0.29,0.87,0.29,0.0947
CULP,05/01/2020,7.019999980926514,2,0,1,1,0,0.44,1.09,0.44,0.2293
CTVA,08/01/2019,29.5,14,0,4,9,1,-0.18,0.05,0.29,-0.0498
CTVA,04/01/2020,23.25,18,0,8,8,2,-0.05,0.28,0.61,0.1656
CTVA,05/01/2020,25.82999992370605,18,0,8,9,1,0.07,0.24,0.23,0.0434
CVEO,08/01/2018,3.7799999713897705,1,0,0,1,0,0.08,0.08,0.08,0.0952
CVEO,02/01/2019,2.5299999713897705,3,0,2,1,0,0.61,0.81,0.61,-0.17
CVEO,03/01/2019,2.609999895095825,3,0,2,1,0,0.65,0.85,0.65,-0.2222
CVEO,05/01/2019,2.0299999713897705,3,0,2,1,0,0.5,1.0,0.5,-0.1379
CVEO,04/01/2020,0.41999998688697815,1,0,1,0,0,8.7,8.7,8.7,0.2143
CVEO,05/01/2020,0.5899999737739563,2,0,1,1,0,0.58,4.02,0.58,0.0458
CXP,08/01/2018,23.06999969482422,5,0,3,2,0,-0.05,0.05,-0.0,0.0247
CXP,02/01/2019,22.1200008392334,3,0,2,1,0,-0.02,0.01,-0.02,0.0217
CXP,08/01/2019,21.8799991607666,1,0,1,0,0,0.08,0.08,0.08,-0.032
CXP,04/01/2020,12.010000228881836,5,0,2,3,0,0.86,0.92,1.03,0.055
CXP,05/01/2020,14.3100004196167,5,0,2,3,0,0.71,0.75,0.86,-0.0769
CTK,02/01/2019,11.550000190734865,2,0,2,0,0,0.31,0.49,0.66,-0.0485
CTK,03/01/2019,10.15999984741211,2,0,2,0,0,0.5,0.7,0.9,0.0787
CTK,05/01/2019,10.960000038146973,2,0,2,0,0,0.31,0.54,0.31,-0.1241
CTK,08/01/2019,8.039999961853027,2,0,2,0,0,0.77,1.09,0.77,-0.3619
CTK,04/01/2020,7.0,3,0,1,2,0,0.06,0.36,0.97,-0.0429
CTK,05/01/2020,6.78000020980835,3,0,1,2,0,-0.0,0.28,0.85,0.0324
CVNA,08/01/2018,42.70000076293945,12,0,8,4,0,-0.41,-0.25,0.2,0.4007
CVNA,02/01/2019,37.22000122070313,11,0,7,3,1,-0.33,0.65,1.1,0.5782
CVNA,03/01/2019,45.09000015258789,11,0,7,3,1,-0.52,0.23,0.48,0.5906
CVNA,05/01/2019,71.72000122070312,11,0,7,3,1,-0.69,-0.16,0.34,-0.1113
CVNA,08/01/2019,63.459999084472656,12,0,8,3,1,-0.67,0.02,0.35,0.0416
CVNA,04/01/2020,50.47000122070313,16,0,9,5,2,-0.22,0.55,1.42,0.8334
CVNA,05/01/2020,77.97000122070312,18,0,9,7,2,-0.71,-0.05,0.44,0.5338
CSV,02/01/2019,19.61000061035156,1,0,1,0,0,0.24,0.24,0.24,-0.0184
CSV,03/01/2019,21.15999984741211,1,0,1,0,0,0.27,0.27,0.27,-0.1716
CSV,05/01/2019,17.530000686645508,1,0,1,0,0,0.37,0.37,0.37,0.0878
CSV,08/01/2019,19.86000061035156,1,0,1,0,0,0.27,0.27,0.27,0.0413
CSV,04/01/2020,15.949999809265135,2,0,2,0,0,1.31,1.31,1.31,0.1862
CSV,05/01/2020,14.699999809265135,2,0,2,0,0,0.65,0.98,0.65,0.234
CVX,08/01/2018,125.30999755859376,17,0,12,5,0,-0.02,0.09,0.25,-0.0176
CVX,02/01/2019,116.6500015258789,15,0,9,6,0,-0.05,0.13,0.34,0.0619
CVX,03/01/2019,120.38999938964844,17,0,11,6,0,-0.07,0.11,0.15,-0.0049
CVX,05/01/2019,119.8000030517578,18,0,13,5,0,0.11,0.14,0.26,0.0464
