Symbol,Date,Price,Analysts,StrongBuy,Buy,Hold,Sell,Lowcast,Forecast,Highcast,Actual
ABTX,02/01/2019,36.0099983215332,2,1,0,1,0,-0.01,0.11,-0.01,-0.0564
ABTX,03/01/2019,38.06999969482422,3,0,1,2,0,-0.01,0.05,0.14,-0.089
ABTX,05/01/2019,34.68000030517578,3,0,1,2,0,0.0,0.09,0.2,-0.0311
ABTX,05/01/2020,24.13999938964844,2,0,1,1,0,0.15,0.39,0.15,0.0572
ACLS,08/01/2018,22.149999618530273,5,0,5,0,0,0.38,0.58,0.38,-0.1079
ACLS,02/01/2019,20.850000381469727,4,0,4,0,0,0.28,0.31,0.28,-0.0283
ACLS,03/01/2019,21.100000381469727,4,0,4,0,0,0.25,0.29,0.32,0.019
ACLS,05/01/2019,21.5,4,0,4,0,0,0.31,0.35,0.31,-0.2781
ACLS,08/01/2019,16.069999694824222,3,0,3,0,0,0.67,0.74,0.67,0.0728
ACLS,04/01/2020,17.75,5,0,3,2,0,-0.1,0.35,0.8,0.5211
ACLS,05/01/2020,22.71999931335449,5,0,2,3,0,-0.15,-0.01,0.37,0.2258
ABIO,08/01/2019,6.9000000953674325,1,0,1,0,0,1.63,1.63,1.63,-0.2623
ABIO,04/01/2020,2.720000028610229,1,0,1,0,0,4.86,4.86,4.86,2.739
ABIO,05/01/2020,3.5499999523162837,1,0,1,0,0,3.29,3.29,3.29,0.8648
ADMP,08/01/2018,3.2999999523162837,4,0,4,0,0,0.56,0.95,1.71,0.0606
ADMP,02/01/2019,3.0299999713897705,4,0,3,1,0,-0.19,1.15,2.25,-0.297
ADMP,08/01/2019,0.9800000190734864,4,0,3,0,1,0.01,4.07,2.67,-0.2653
ABUS,02/01/2019,3.690000057220459,3,0,2,1,0,0.3,0.77,1.34,-0.019
ABUS,03/01/2019,4.440000057220459,3,0,2,1,0,0.26,0.72,1.26,-0.3874
ABUS,05/01/2019,2.720000028610229,3,0,2,1,0,1.4,1.52,1.4,-0.2132
ABUS,08/01/2019,1.7899999618530271,3,0,2,1,0,1.92,2.7,1.92,-0.162
ABUS,04/01/2020,1.0099999904632568,4,0,4,0,0,2.2,4.0,7.0,1.099
ABUS,05/01/2020,1.0299999713897705,4,0,4,0,0,1.99,3.66,6.46,0.767
ACRX,03/01/2019,3.400000095367432,7,0,7,0,0,1.15,1.59,1.77,0.1412
ACRX,05/01/2019,3.880000114440918,7,0,7,0,0,0.86,1.31,1.86,-0.317
ACRS,08/01/2019,1.2799999713897705,3,0,3,0,0,8.29,15.9,16.14,-0.1719
ACRS,04/01/2020,1.0299999713897705,2,0,2,0,0,3.67,7.41,3.67,0.3592
ACRS,05/01/2020,1.2999999523162842,2,0,2,0,0,3.0,6.2,3.0,0.2462
ADXS,08/01/2018,21.75,3,0,2,1,0,0.09,0.81,0.63,-0.3517
ADXS,02/01/2019,5.699999809265138,3,0,2,1,0,4.13,6.69,4.13,0.6175
ADXS,03/01/2019,5.445000171661377,3,0,2,1,0,4.26,6.89,4.26,-0.348
ADXS,08/01/2019,0.5600000023841858,1,0,0,1,0,5.06,5.06,5.06,-0.5
ADXS,04/01/2020,0.5299999713897705,1,0,0,1,0,5.78,5.78,5.78,0.3208
ADP,08/01/2018,130.21000671386722,12,0,5,7,0,-0.04,-0.03,0.06,0.1626
ADP,02/01/2019,139.71000671386722,14,0,7,7,0,0.01,0.04,0.15,0.1538
ADP,03/01/2019,154.25,14,0,7,7,0,-0.03,0.0,0.11,0.0438
ADP,05/01/2019,161.0,13,0,6,7,0,-0.09,-0.05,0.04,0.0411
ADP,08/01/2019,165.25,10,0,5,5,0,-0.03,0.01,0.08,-0.0178
ADP,04/01/2020,129.97999572753906,9,0,4,5,0,0.05,0.4,0.62,0.1233
ADP,05/01/2020,143.1699981689453,12,0,4,8,0,-0.01,0.2,0.35,0.0423
ACIU,08/01/2018,9.649999618530273,2,0,1,1,0,0.34,0.53,0.34,-0.171
ACIU,02/01/2019,4.0399999618530265,4,0,3,1,0,3.04,3.17,3.55,0.25
ACIU,03/01/2019,4.650000095367432,4,0,3,1,0,0.82,2.18,2.64,0.0258
ACIU,05/01/2019,4.769999980926514,4,0,3,1,0,0.64,1.86,0.64,0.1635
ACIU,08/01/2019,5.820000171661378,3,0,3,0,0,0.45,1.54,0.45,-0.1529
ACIU,04/01/2020,6.6599998474121085,1,0,1,0,0,0.7,0.7,0.7,0.1411
ACIU,05/01/2020,6.96999979019165,1,0,1,0,0,0.45,0.45,0.45,-0.0373
ACAD,08/01/2018,14.989999771118164,10,0,9,1,0,1.99,2.02,1.99,0.3889
ACAD,02/01/2019,22.81999969482422,10,0,6,4,0,-0.07,0.41,1.67,0.1884
ACAD,03/01/2019,26.559999465942386,10,0,6,4,0,0.08,0.31,0.2,-0.09
ACAD,05/01/2019,24.170000076293945,10,0,6,4,0,0.08,0.3,0.2,0.1167
ACAD,08/01/2019,26.09000015258789,12,1,7,4,0,0.15,0.21,0.6,0.4565
ACAD,04/01/2020,40.95000076293945,16,1,13,2,0,0.25,0.38,0.87,0.2081
ADMS,02/01/2019,8.989999771118164,7,0,5,2,0,0.19,2.31,3.31,-0.2047
ADMS,03/01/2019,11.399999618530273,6,0,4,2,0,0.12,1.98,3.08,-0.4404
ADMS,05/01/2019,6.380000114440918,7,0,4,2,1,-0.19,2.62,5.5,-0.0188
ADMS,04/01/2020,2.859999895095825,8,0,4,2,2,1.55,4.38,2.65,-0.0385
ADMS,05/01/2020,3.150000095367432,7,0,4,2,1,1.21,4.09,2.15,-0.1873
ADMA,08/01/2018,6.539999961853027,5,0,5,0,0,0.23,0.56,1.13,-0.0275
ADMA,03/01/2019,4.0900001525878915,6,0,6,0,0,1.44,1.54,2.17,0.1296
ADMA,08/01/2019,3.609999895095825,5,0,5,0,0,1.19,2.11,2.83,0.2299
ACHV,02/01/2019,1.5199999809265137,1,0,1,0,0,6.24,6.24,6.24,1.1382
ACHV,03/01/2019,2.450000047683716,1,0,1,0,0,4.05,4.05,4.05,0.7347
ACHV,05/01/2019,4.25,1,0,1,0,0,1.95,1.95,1.95,-0.5318
ACHV,08/01/2019,1.8200000524520876,2,0,2,0,0,2.28,6.1,9.93,-0.0989
ACHV,04/01/2020,0.33000001311302185,3,0,3,0,0,5.36,28.68,5.36,0.2727
ACHV,05/01/2020,0.3899999856948853,3,0,3,0,0,4.03,22.45,4.03,0.0513
ABEO,08/01/2018,14.399999618530273,9,0,9,0,0,0.76,1.26,1.76,-0.1104
ABEO,02/01/2019,6.8499999046325675,8,0,8,0,0,1.51,2.96,4.31,0.0861
ABEO,03/01/2019,7.070000171661378,8,0,8,0,0,1.38,2.76,4.04,0.0962
ABEO,08/01/2019,2.5899999141693115,5,0,4,1,0,0.39,6.64,9.07,-0.139
ACIW,04/01/2020,23.36000061035156,3,0,2,1,0,0.59,0.7,0.84,0.1845
ACIW,05/01/2020,26.57999992370605,3,0,2,1,0,0.48,0.58,0.71,0.0135
AEMD,08/01/2018,18.75,1,0,1,0,0,1.31,1.31,1.31,-0.032
AEMD,02/01/2019,20.25,1,0,1,0,0,1.38,1.38,1.38,-0.3333
AEMD,03/01/2019,15.300000190734865,1,0,1,0,0,1.94,1.94,1.94,-0.2647
AEMD,05/01/2019,11.249994277954102,1,0,1,0,0,3.48,3.48,3.48,-0.4933
AEMD,08/01/2019,3.449998378753662,1,0,1,0,0,10.11,10.11,10.11,0.087
AESE,04/01/2020,1.6000000238418581,1,0,1,0,0,1.75,1.75,1.75,1.2
AESE,05/01/2020,1.8500000238418581,1,0,1,0,0,1.55,1.55,1.55,0.1351
AEP,08/01/2018,70.62999725341797,16,0,11,5,0,0.01,0.06,0.14,0.002
AEP,02/01/2019,79.12000274658203,14,0,9,5,0,-0.09,-0.04,0.06,0.0604
AEP,03/01/2019,81.11000061035156,13,0,8,5,0,-0.11,-0.06,0.03,0.0505
AEP,05/01/2019,85.20999908447266,14,0,8,6,0,-0.08,-0.06,0.1,0.0326
AEP,04/01/2020,77.44999694824219,15,0,12,3,0,0.03,0.26,0.44,0.0985
AEP,05/01/2020,82.38999938964844,16,0,13,3,0,-0.07,0.19,0.4,-0.0319
AERI,08/01/2018,67.55000305175781,8,0,8,0,0,0.05,0.09,0.18,-0.0899
AERI,02/01/2019,47.02000045776367,10,0,9,0,1,0.47,0.83,1.42,0.0232
AERI,03/01/2019,47.040000915527344,10,0,9,0,1,0.44,0.78,0.91,-0.1828
AERI,05/01/2019,38.43999862670898,11,0,10,0,1,0.6,0.98,1.12,-0.2118
AERI,08/01/2019,21.56999969482422,11,0,10,0,1,1.46,2.2,2.38,-0.1094
AERI,04/01/2020,13.029999732971193,12,0,10,2,0,0.26,1.92,2.35,0.0952
AERI,05/01/2020,14.9399995803833,13,0,11,2,0,0.15,1.55,2.04,-0.0114
AEZS,08/01/2018,1.7899999618530271,2,0,2,0,0,0.68,0.96,0.68,-0.0391
AEZS,02/01/2019,3.859999895095825,2,0,2,0,0,-0.51,-0.38,-0.26,0.2202
AEZS,03/01/2019,4.010000228881837,2,0,2,0,0,-0.49,-0.36,-0.23,-0.0125
AEZS,05/01/2019,3.9600000381469727,2,0,2,0,0,-0.47,-0.33,-0.2,-0.2449
AEZS,08/01/2019,2.5,2,0,2,0,0,-0.17,0.04,0.24,-0.584
AEYE,02/01/2019,9.8100004196167,2,0,2,0,0,0.07,0.07,0.07,-0.0622
AEYE,03/01/2019,10.739999771118164,2,0,2,0,0,0.04,0.04,0.04,-0.203
AEYE,05/01/2019,8.560000419616701,2,0,2,0,0,0.19,0.19,0.19,-0.1051
AEYE,08/01/2019,6.0900001525878915,2,0,2,0,0,0.99,1.03,1.07,-0.3908
AEYE,04/01/2020,4.260000228881837,2,0,2,0,0,1.27,1.52,1.27,1.0352
ADI,08/01/2018,95.43000030517578,21,0,16,5,0,-0.06,0.07,0.21,-0.0275
ADI,02/01/2019,99.16999816894531,20,0,11,8,1,-0.2,-0.03,0.1,0.0741
ADI,03/01/2019,107.83999633789062,22,0,12,9,1,-0.24,-0.04,0.22,0.0809
ADI,05/01/2019,116.55999755859376,19,0,10,8,1,-0.12,-0.07,0.24,0.0052
ADI,08/01/2019,117.77999877929688,16,0,11,5,0,-0.22,-0.04,0.17,-0.0252
ADI,04/01/2020,86.04000091552734,21,0,15,6,0,-0.03,0.35,0.6,0.306
ADI,05/01/2020,106.37000274658205,21,0,15,6,0,-0.14,0.16,0.41,0.1497
AGEN,05/01/2019,2.5699999332427983,1,0,1,0,0,0.86,0.86,0.86,0.1673
AGEN,08/01/2019,2.4300000667572017,1,0,1,0,0,1.02,1.02,1.02,0.0617
AGEN,04/01/2020,2.369999885559082,1,0,1,0,0,1.56,1.56,1.56,0.6118
AGEN,05/01/2020,2.630000114440918,1,0,1,0,0,1.29,1.29,1.29,0.5209
AFMD,04/01/2020,1.559999942779541,1,0,1,0,0,4.62,4.62,4.62,1.0897
AFMD,05/01/2020,2.1199998855590816,1,0,1,0,0,3.55,3.55,3.55,1.184
ADIL,02/01/2019,5.75,1,0,1,0,0,-0.1,-0.1,-0.1,-0.407
ADIL,03/01/2019,3.609999895095825,1,0,1,0,0,0.37,0.37,0.37,-0.2853
ADIL,05/01/2019,2.5799999237060547,1,0,1,0,0,0.92,0.92,0.92,-0.2868
ADIL,08/01/2019,1.8200000524520876,1,0,1,0,0,1.76,1.76,1.76,-0.1538
ADIL,04/01/2020,1.2300000190734863,1,0,1,0,0,3.0,3.0,3.0,0.2764
ADIL,05/01/2020,1.559999942779541,1,0,1,0,0,2.55,2.55,2.55,-0.1026
AGFS,02/01/2019,3.9700000286102295,2,0,1,1,0,0.4,0.51,0.62,-0.1562
AGFS,05/01/2019,3.2000000476837163,3,0,2,1,0,0.64,0.85,0.64,-0.5
AGFS,08/01/2019,1.5,5,0,4,1,0,2.59,2.71,2.92,0.7733
AGFS,04/01/2020,1.6200000047683716,3,0,3,0,0,2.48,2.48,2.48,0.6667
AGFS,05/01/2020,2.009999990463257,2,0,2,0,0,1.82,1.95,1.82,0.5025
AFIN,02/01/2019,12.920000076293945,1,0,0,1,0,0.41,0.41,0.41,-0.1618
AFIN,03/01/2019,10.8100004196167,1,0,0,1,0,0.55,0.55,0.55,-0.0981
AFIN,05/01/2019,9.75,1,0,0,1,0,0.71,0.71,0.71,0.1179
AFIN,08/01/2019,11.68000030517578,1,0,0,1,0,0.45,0.45,0.45,0.1892
AFIN,04/01/2020,5.800000190734862,2,0,1,1,0,0.71,1.02,0.71,0.2741
AFIN,05/01/2020,7.420000076293945,2,0,1,1,0,0.59,0.88,0.59,0.0782
AGNC,08/01/2018,18.950000762939453,4,0,1,3,0,-0.05,-0.01,0.02,-0.0185
AGNC,02/01/2019,17.84000015258789,4,0,3,1,0,0.01,0.05,0.07,0.0095
AGNC,03/01/2019,17.700000762939453,3,0,3,0,0,0.02,0.03,0.07,0.0045
AGNC,05/01/2019,17.780000686645508,4,0,3,1,0,0.01,0.03,0.01,-0.0512
AGNC,08/01/2019,17.100000381469727,5,0,3,2,0,-0.04,0.04,0.05,-0.0614
AGNC,04/01/2020,10.09000015258789,7,0,4,3,0,0.16,0.51,0.71,0.2834
AGNC,05/01/2020,12.210000038146973,11,0,8,3,0,0.06,0.26,0.54,0.0565
AHCO,04/01/2020,15.859999656677244,3,0,3,0,0,-0.05,0.1,0.2,0.0271
AGLE,08/01/2018,8.399999618530272,3,0,3,0,0,1.08,1.58,1.08,0.1798
AGLE,02/01/2019,9.130000114440918,3,0,3,0,0,1.51,2.1,1.51,-0.1238
AGLE,03/01/2019,8.329999923706055,3,0,3,0,0,1.54,2.14,1.54,-0.1789
AGLE,05/01/2019,6.8400001525878915,2,0,2,0,0,0.99,1.49,0.99,0.0088
AGLE,04/01/2020,4.489999771118164,2,0,1,1,0,1.96,3.02,4.07,0.9532
AGLE,05/01/2020,7.519999980926514,2,0,2,0,0,1.09,1.38,1.68,0.2367
AGYS,08/01/2018,16.469999313354492,1,0,1,0,0,0.22,0.22,0.22,-0.0079
AGYS,02/01/2019,17.760000228881836,1,0,1,0,0,0.16,0.16,0.16,0.1909
AGYS,03/01/2019,21.0,1,0,1,0,0,0.07,0.07,0.07,-0.0886
AGYS,05/01/2019,19.13999938964844,2,0,2,0,0,0.3,0.32,0.35,0.1301
AGYS,04/01/2020,16.280000686645508,4,0,4,0,0,0.67,0.79,0.79,0.1843
AGYS,05/01/2020,19.21999931335449,4,0,4,0,0,0.24,0.49,0.63,-0.0656
AIRG,08/01/2019,13.05500030517578,3,0,3,0,0,0.35,0.46,0.75,-0.0892
AIRG,04/01/2020,7.079999923706055,3,0,2,1,0,0.41,0.85,0.63,0.2627
AIRG,05/01/2020,7.829999923706055,3,0,2,1,0,0.01,0.51,0.38,0.3716
AINV,08/01/2018,17.850000381469727,9,0,4,5,0,0.06,0.14,0.06,-0.079
AINV,02/01/2019,15.289999961853027,6,0,3,3,0,-0.09,0.16,0.37,-0.0033
AINV,03/01/2019,15.369999885559082,5,0,2,3,0,-0.09,0.13,0.36,0.0169
AINV,04/01/2020,6.570000171661378,4,0,0,3,1,0.31,1.04,0.31,0.5464
AGRX,08/01/2018,0.30000001192092896,4,0,4,0,0,3.35,8.06,4.8,0.2467
AGRX,02/01/2019,0.8019999861717224,3,0,3,0,0,2.26,2.62,3.35,0.8953
AGRX,03/01/2019,0.9010000228881836,3,0,3,0,0,1.65,1.95,2.54,0.687
AGRX,05/01/2019,1.5199999809265137,4,0,4,0,0,1.07,1.41,1.76,-0.0395
AGRX,08/01/2019,1.190000057220459,4,0,4,0,0,1.54,2.39,3.24,0.0084
AGRX,04/01/2020,1.8500000238418581,5,0,4,1,0,2.09,2.2,3.64,0.5405
AGRX,05/01/2020,2.4600000381469727,5,0,4,1,0,1.42,1.5,2.63,0.1179
AIH,04/01/2020,8.579999923706055,1,0,1,0,0,0.48,0.48,0.48,-0.0653
AIH,05/01/2020,8.850000381469727,1,0,1,0,0,0.5,0.5,0.5,-0.3006
ADPT,08/01/2019,38.54999923706055,5,0,4,1,0,-0.19,0.08,0.19,-0.1935
ADPT,04/01/2020,26.68000030517578,5,0,4,1,0,0.27,0.7,0.86,0.4546
AKAM,02/01/2019,65.0,17,0,10,6,1,0.08,0.17,0.24,0.1114
AKAM,03/01/2019,70.05999755859375,15,0,10,5,0,0.03,0.16,0.44,0.2277
AKAM,05/01/2019,86.01000213623047,17,0,11,5,1,-0.25,0.08,0.32,-0.0542
AKAM,08/01/2019,88.12000274658203,16,0,9,5,2,-0.18,0.02,0.17,0.0389
AKAM,04/01/2020,89.23999786376953,19,0,13,6,0,-0.04,0.09,0.29,0.1772
AKAM,05/01/2020,96.36000061035156,20,0,14,6,0,-0.12,0.06,0.29,0.1057
AKRO,08/01/2019,24.399999618530273,4,0,4,0,0,0.14,0.27,0.42,-0.068
AGIO,08/01/2018,86.0199966430664,9,0,9,0,0,0.05,0.1,0.39,-0.101
AGIO,02/01/2019,53.70000076293945,8,0,7,1,0,0.46,0.83,0.64,0.2695
AGIO,03/01/2019,65.12999725341797,6,0,6,0,0,0.28,0.61,0.6,-0.1388
AGIO,05/01/2019,56.09000015258789,6,0,6,0,0,0.49,0.87,0.86,-0.0932
AGIO,08/01/2019,46.68000030517578,4,0,3,1,0,0.24,0.8,1.02,-0.2976
AGIO,04/01/2020,34.509998321533196,10,0,8,2,0,0.35,0.7,0.91,0.4972
AGIO,05/01/2020,40.47000122070313,11,0,9,2,0,0.16,0.48,0.67,0.3264
AIMC,08/01/2018,43.79999923706055,4,0,3,1,0,0.14,0.19,0.3,-0.0507
AIMC,02/01/2019,30.57999992370605,4,0,4,0,0,0.48,0.64,0.48,0.0281
AIMC,03/01/2019,32.169998168945305,4,0,4,0,0,0.4,0.56,0.4,0.1719
AIMC,05/01/2019,37.70000076293945,3,0,3,0,0,0.26,0.38,0.26,-0.0289
AIMC,08/01/2019,28.53000068664551,4,0,4,0,0,0.58,0.64,0.62,-0.0228
AKBA,08/01/2018,10.270000457763672,5,0,4,1,0,1.29,1.47,1.49,-0.1285
AKBA,05/01/2019,6.050000190734862,7,0,4,3,0,0.43,1.41,0.43,-0.1818
AKBA,08/01/2019,4.2100000381469735,8,0,5,3,0,1.96,2.61,4.19,-0.076
AKBA,04/01/2020,7.179999828338622,4,0,4,0,0,0.93,1.19,1.38,0.6114
AKBA,05/01/2020,7.8400001525878915,4,0,4,0,0,0.4,0.58,0.72,0.7245
AGTC,08/01/2018,4.0,5,0,4,1,0,0.84,1.07,0.84,0.825
AGTC,02/01/2019,2.990000009536743,4,0,2,2,0,0.56,1.41,3.67,0.4281
AGTC,03/01/2019,3.829999923706055,4,0,2,2,0,0.33,1.05,3.0,0.1567
AGTC,05/01/2019,4.429999828338623,4,0,2,2,0,0.38,0.79,0.38,-0.1422
AGTC,04/01/2020,3.119999885559082,6,0,6,0,0,2.05,4.03,6.62,0.5449
AGTC,05/01/2020,3.660000085830689,6,0,6,0,0,1.47,3.07,1.47,0.5301
ALDX,02/01/2019,8.800000190734863,5,0,4,1,0,1.75,2.63,2.58,0.0273
ALDX,03/01/2019,8.140000343322754,5,0,4,1,0,1.88,2.8,2.75,0.0209
ALDX,08/01/2019,5.46999979019165,5,0,4,1,0,2.76,4.83,5.2,-0.0366
AKTS,08/01/2018,8.0,4,0,4,0,0,0.3,0.7,0.95,0.0375
AKTS,02/01/2019,7.5,8,0,8,0,0,0.12,0.51,0.54,-0.2213
AKTS,03/01/2019,6.4650001525878915,6,0,6,0,0,0.52,0.55,0.52,0.0224
AKTS,05/01/2019,6.610000133514403,6,0,6,0,0,0.41,0.43,0.41,-0.0227
ALBO,02/01/2019,26.0,3,0,3,0,0,0.93,1.17,1.66,0.225
ALBO,04/01/2020,15.609999656677244,3,0,3,0,0,1.41,2.31,2.82,0.7124
ALBO,05/01/2020,22.0,3,0,3,0,0,0.76,1.42,1.8,0.2186
ALLK,02/01/2019,40.040000915527344,2,0,1,1,0,-0.19,0.1,0.38,0.0232
ALLK,03/01/2019,40.02000045776367,2,0,1,1,0,-0.19,0.1,0.39,-0.0155
ALLK,05/01/2019,39.400001525878906,2,0,1,1,0,-0.21,0.06,0.34,0.1178
ALLK,08/01/2019,34.59999847412109,2,0,1,1,0,-0.41,-0.2,0.01,1.2815
ALLK,04/01/2020,44.16999816894531,2,0,0,1,1,-0.33,0.2,0.74,0.4874
ALLK,05/01/2020,64.44000244140625,2,0,0,1,1,-0.45,0.0,0.45,0.1237
ALNA,02/01/2019,6.960000038146973,7,0,7,0,0,1.93,3.33,2.22,0.0057
ALNA,03/01/2019,7.210000038146973,7,0,7,0,0,1.92,3.32,2.21,-0.1484
ALNA,05/01/2019,6.139999866485597,5,0,5,0,0,2.58,3.1,5.35,-0.3322
ALNA,04/01/2020,0.9399999976158142,3,0,2,1,0,3.08,11.24,25.53,0.9787
ALNA,05/01/2020,1.6000000238418581,3,0,2,1,0,1.35,6.06,14.29,0.0
AFYA,04/01/2020,19.309999465942386,6,0,5,1,0,0.51,0.64,0.89,0.029
AFYA,05/01/2020,21.25,6,0,5,1,0,0.41,0.53,0.67,0.104
AKTX,02/01/2019,1.950000047683716,2,0,2,0,0,0.56,1.86,0.56,0.8308
AKTX,03/01/2019,1.7999999523162842,2,0,2,0,0,0.34,1.46,0.34,0.9722
AKTX,05/01/2019,3.5499999523162837,1,0,1,0,0,1.06,1.06,1.06,-0.4225
AKTX,08/01/2019,1.870000004768372,1,0,1,0,0,2.63,2.63,2.63,-0.0802
AKTX,04/01/2020,1.4099999666213991,1,0,1,0,0,2.55,2.55,2.55,0.461
AKTX,05/01/2020,2.150000095367432,1,0,1,0,0,1.86,1.86,1.86,0.0465
ALIM,04/01/2020,4.2100000381469735,3,0,3,0,0,2.77,6.54,2.77,0.171
ALIM,05/01/2020,5.449999809265137,3,0,3,0,0,1.65,3.67,1.84,0.1347
ALNY,08/01/2018,94.87000274658205,19,0,14,3,2,-0.01,0.47,0.67,-0.0566
ALNY,02/01/2019,83.12000274658203,16,0,12,3,1,-0.23,0.64,0.85,0.1352
ALNY,03/01/2019,85.70999908447266,16,0,12,3,1,0.04,0.58,0.81,0.0721
ALNY,05/01/2019,91.88999938964844,16,0,13,2,1,0.13,0.68,0.89,-0.1981
ALNY,08/01/2019,77.44999694824219,17,0,13,3,1,0.04,0.7,0.66,0.0338
ALNY,04/01/2020,105.13999938964844,18,0,14,3,1,-0.31,0.23,0.84,0.2851
ALNY,05/01/2020,130.44999694824222,17,0,14,2,1,-0.47,0.01,0.46,0.1386
ALTM,02/01/2019,164.60000610351562,2,0,2,0,0,0.23,0.29,0.35,-0.2783
ALTM,03/01/2019,123.5999984741211,2,0,2,0,0,0.46,0.53,0.6,-0.1845
ALTM,05/01/2019,100.8000030517578,2,0,1,1,0,0.35,0.74,0.35,-0.256
ALTM,08/01/2019,68.0,3,0,1,2,0,0.75,1.5,0.75,-0.1559
ALTM,04/01/2020,14.800000190734865,2,0,0,2,0,2.9,3.23,2.9,-0.0946
ALTM,05/01/2020,15.199999809265135,2,0,0,2,0,3.66,4.05,3.66,-0.1724
ALGT,08/01/2018,122.9499969482422,10,0,5,4,1,-0.01,0.27,0.63,0.0342
ALGT,02/01/2019,132.57000732421878,10,0,6,3,1,-0.08,0.11,0.32,-0.018
ALGT,03/01/2019,132.74000549316406,12,0,8,3,1,-0.06,0.15,0.35,0.1088
ALGT,05/01/2019,147.17999267578125,12,0,9,2,1,0.06,0.11,0.28,-0.0141
ALGT,08/01/2019,149.74000549316406,11,0,9,2,0,-0.1,0.13,0.3,0.0045
ALGT,04/01/2020,77.66999816894531,10,0,6,3,1,0.26,1.06,1.29,0.3922
ALGT,05/01/2020,75.70999908447266,10,0,6,3,1,0.36,1.14,1.18,0.4775
ALRM,08/01/2018,42.86999893188477,11,1,8,1,1,-0.2,0.26,0.57,0.3511
ALRM,08/01/2019,49.86999893188477,10,0,6,4,0,0.11,0.35,0.59,-0.0592
ALRM,04/01/2020,37.97999954223633,9,1,6,2,0,0.47,0.72,0.97,0.2586
ALRM,05/01/2020,43.86999893188477,9,1,6,2,0,0.28,0.48,0.72,0.4817
ALRN,05/01/2019,1.7300000190734863,2,0,2,0,0,2.09,2.7,3.32,-0.5671
ALRN,08/01/2019,0.5019999742507935,2,0,2,0,0,8.26,10.11,8.26,0.3705
ALRN,04/01/2020,0.3440000116825104,2,0,2,0,0,6.69,9.26,6.69,4.0
ALRN,05/01/2020,0.5339999794960022,1,0,1,0,0,4.36,4.36,4.36,1.1536
AMAL,02/01/2019,18.149999618530273,5,0,3,2,0,0.03,0.09,0.14,-0.135
AMAL,03/01/2019,17.75,5,0,3,2,0,0.08,0.14,0.19,-0.049
AMAL,05/01/2019,16.879999160766598,6,0,4,2,0,0.13,0.19,0.13,0.0427
AMAL,08/01/2019,17.25,6,0,4,2,0,0.15,0.21,0.15,-0.0614
AMAL,05/01/2020,11.279999732971193,3,0,3,0,0,0.29,0.82,1.08,0.1179
ALKS,08/01/2018,43.68000030517578,12,0,7,4,1,-0.02,0.33,0.45,-0.0288
ALKS,02/01/2019,32.72999954223633,13,0,5,5,3,-0.2,0.45,0.24,0.1195
ALKS,03/01/2019,33.47999954223633,12,0,5,5,2,-0.22,0.35,0.02,-0.1628
ALKS,05/01/2019,28.03000068664551,11,0,3,5,3,-0.06,0.36,0.14,-0.1841
ALKS,08/01/2019,23.209999084472656,9,0,1,7,1,-0.01,0.46,0.26,-0.1547
ALKS,04/01/2020,14.1899995803833,10,0,1,8,1,0.17,0.57,0.94,0.1515
ALKS,05/01/2020,13.56999969482422,11,0,1,10,0,0.05,0.39,0.84,0.4333
ALLT,02/01/2019,7.019999980926514,2,0,1,1,0,-0.18,-0.16,-0.18,0.1624
ALLT,03/01/2019,7.380000114440918,2,0,1,1,0,-0.22,-0.19,-0.22,0.0
ALLT,05/01/2019,7.380000114440918,2,0,1,1,0,-0.21,-0.19,-0.21,-0.0203
ALLT,08/01/2019,7.21999979019165,2,0,1,1,0,-0.19,-0.17,-0.19,0.1163
ALLT,04/01/2020,9.18000030517578,1,0,1,0,0,0.31,0.31,0.31,0.1623
ALLT,05/01/2020,10.90999984741211,2,0,2,0,0,0.36,0.36,0.36,-0.0412
AMD,08/01/2018,18.34000015258789,22,0,10,9,3,-0.4,-0.13,0.36,0.6734
AMD,02/01/2019,24.61000061035156,23,0,12,9,2,-0.15,0.1,0.19,0.0735
AMD,03/01/2019,23.96999931335449,23,0,12,9,2,-0.15,0.1,0.2,0.2078
AMD,05/01/2019,28.95000076293945,24,0,12,10,2,-0.1,0.04,0.37,0.0981
AMD,08/01/2019,30.5,26,0,10,14,2,-0.75,-0.03,0.34,-0.0475
AMD,04/01/2020,44.18000030517578,29,0,14,14,1,-0.13,0.0,0.44,0.2067
AMD,05/01/2020,51.06999969482422,31,0,16,14,1,-0.26,-0.07,0.29,0.0305
AMCX,08/01/2018,59.83000183105469,12,0,1,11,0,-0.05,0.01,0.19,0.1111
AMCX,02/01/2019,61.09000015258789,9,0,1,6,2,-0.11,-0.01,0.04,-0.063
AMCX,03/01/2019,66.66000366210939,8,0,1,5,2,-0.11,-0.02,-0.11,-0.1149
AMCX,05/01/2019,59.0,8,0,1,5,2,-0.08,0.06,-0.08,-0.0627
AMCX,08/01/2019,52.91999816894531,4,0,0,2,2,0.01,0.14,0.01,-0.0669
AMCX,04/01/2020,23.54999923706055,6,0,0,4,2,0.37,0.79,0.95,0.211
AMCX,05/01/2020,23.420000076293945,8,0,1,5,2,-0.06,0.54,0.44,-0.012
AMGN,08/01/2018,196.3300018310547,19,0,10,9,0,-0.06,0.06,0.2,0.0581
AMGN,02/01/2019,186.50999450683597,19,0,7,12,0,-0.03,0.08,0.24,0.0248
